city,name,img,building_page-href,height,date_start,date_end,floors,tags,description
Kobe,Kobe Portopia Hotel,http://skyscraperpage.com/diagrams/images/66488.gif,http://skyscraperpage.com/cities/?buildingID=32510,367 ft,null,1981,31,Building Uses - hotel; Structural Types - highrise,"Description
Architect: Nikken Sekkei Ltd.

"
Kobe,World Headquarters Building,http://skyscraperpage.com/diagrams/images/66487.gif,http://skyscraperpage.com/cities/?buildingID=27375,384 ft,null,1984,27,Building Uses - office; Structural Types - highrise,
Kobe,NTT West Japan Kobe Central Building,http://skyscraperpage.com/diagrams/images/66492.gif,http://skyscraperpage.com/cities/?buildingID=27374,388 ft,1997,2000,24,Building Uses - office; Structural Types - highrise,
Kobe,Rokko Island City West Court 3,http://skyscraperpage.com/diagrams/images/3542.gif,http://skyscraperpage.com/cities/?buildingID=3544,427 ft,null,1993,38,Building Uses - office; Structural Types - highrise,
Kobe,Procter & Gamble Technical Center,http://skyscraperpage.com/diagrams/images/28625.gif,http://skyscraperpage.com/cities/?buildingID=3435,430 ft,null,1993,31,Building Uses - office; Structural Types - highrise,
Kobe,Kobe Arts Center,http://skyscraperpage.com/diagrams/images/78730.gif,http://skyscraperpage.com/cities/?buildingID=55530,430 ft,2005,2008,37,Building Uses - residential; Structural Types - highrise,"Description
Architect: Murai & Partners

Structural: Takenaka Corporation

"
Kobe,Kobe City Hall,http://skyscraperpage.com/diagrams/images/39585.gif,http://skyscraperpage.com/cities/?buildingID=27372,433 ft,1987,1989,30,Building Uses - city hall; Structural Types - highrise,
Kobe,Hotel Okure Kobe,http://skyscraperpage.com/diagrams/images/39586.gif,http://skyscraperpage.com/cities/?buildingID=27371,443 ft,1987,1989,35,Building Uses - hotel; Structural Types - highrise,
Kobe,Kobe Crystal Tower,http://skyscraperpage.com/diagrams/images/66495.gif,http://skyscraperpage.com/cities/?buildingID=27370,443 ft,1991,1993,32,Building Uses - office; Structural Types - highrise,
Kobe,G-Clef Shinkobe Tower,http://skyscraperpage.com/diagrams/images/66491.gif,http://skyscraperpage.com/cities/?buildingID=55528,495 ft,2006,2009,42,Building Uses - residential; Structural Types - highrise,"Description
Architect: Shimizu Corporation

Structural: Shimizu Corporation

"
Kobe,D'Grafort Kobe Sannomiya Tower,http://skyscraperpage.com/diagrams/images/66493.gif,http://skyscraperpage.com/cities/?buildingID=27368,499 ft,2003,2005,42,Building Uses - residential; Structural Types - highrise; Architectural Style - postmodern,
Kobe,Shin-Kobe Oriental Hotel,http://skyscraperpage.com/diagrams/images/28663.gif,http://skyscraperpage.com/cities/?buildingID=27367,518 ft,1986,1988,37,Building Uses - hotel - garden - parking garage - retail - fitness center; Structural Types - highrise; Architectural Style - postmodern,
Kobe,Kansai Electric Power Company Kobe Branch,http://skyscraperpage.com/diagrams/images/66490.gif,http://skyscraperpage.com/cities/?buildingID=27366,558 ft,null,2000,18,Building Uses - office; Structural Types - highrise,
Kobe,Mikage Tower Residence,http://skyscraperpage.com/diagrams/images/66486.gif,http://skyscraperpage.com/cities/?buildingID=55527,558 ft,2007,2010,47,Building Uses - residential; Structural Types - highrise,"Description
Architect: Takenaka Corporation

Structural: Takenaka Corporation

"
Kobe,Kobe Sannomiya Tower Mansion Project,http://skyscraperpage.com/diagrams/images/86352.gif,http://skyscraperpage.com/cities/?buildingID=93758,623 ft,2010,2013,54,Building Uses - mixed use - hotel - residential; Structural Types - highrise; Architectural Style - modern,
Nagoya,Nihon Seimei Sasajima Building,http://skyscraperpage.com/diagrams/images/82586.gif,http://skyscraperpage.com/cities/?buildingID=14234,246 ft,null,1974,17,Building Uses - office; Structural Types - highrise,
Nagoya,Nagoya Terminal Building,http://skyscraperpage.com/diagrams/images/25359.gif,http://skyscraperpage.com/cities/?buildingID=14010,250 ft,null,1974,20,Building Uses - mixed use - hotel - office - retail - station; Structural Types - highrise,
Nagoya,Nagoya Tokio Marine & Nichido Building,http://skyscraperpage.com/diagrams/images/83271.gif,http://skyscraperpage.com/cities/?buildingID=108250,253 ft,null,2013,15,Building Uses - office; Structural Types - highrise,
Nagoya,Nagoya Hirokoji Building,http://skyscraperpage.com/diagrams/images/24987.gif,http://skyscraperpage.com/cities/?buildingID=14003,253 ft,null,1987,18,Building Uses - office; Structural Types - highrise,
Nagoya,City Family Kamoura,http://skyscraperpage.com/diagrams/images/24923.gif,http://skyscraperpage.com/cities/?buildingID=14148,255 ft,null,1999,25,Building Uses - residential; Structural Types - highrise,
Nagoya,Nagoya Mitsui Main Building,http://skyscraperpage.com/diagrams/images/83323.gif,http://skyscraperpage.com/cities/?buildingID=14217,255 ft,null,1987,18,Building Uses - office; Structural Types - highrise,
Nagoya,NTT Data Fushimi Building,http://skyscraperpage.com/diagrams/images/24255.gif,http://skyscraperpage.com/cities/?buildingID=14043,259 ft,null,null,18,Building Uses - office; Structural Types - highrise,
Nagoya,Sompo Japan Nagoya Building,http://skyscraperpage.com/diagrams/images/82587.gif,http://skyscraperpage.com/cities/?buildingID=14007,262 ft,null,1989,19,Building Uses - office; Structural Types - highrise,
Nagoya,Urban Rafre Hoshigaoka Building 10,http://skyscraperpage.com/diagrams/images/24036.gif,http://skyscraperpage.com/cities/?buildingID=14241,266 ft,null,1997,25,Building Uses - residential; Structural Types - highrise,
Nagoya,Juroku Bank Nagoya Building,http://skyscraperpage.com/diagrams/images/24029.gif,http://skyscraperpage.com/cities/?buildingID=14034,267 ft,null,1993,20,Building Uses - office; Structural Types - highrise,
Nagoya,Nagoya Kanko Hotel,http://skyscraperpage.com/diagrams/images/23964.gif,http://skyscraperpage.com/cities/?buildingID=14231,268 ft,1971,1972,19,Building Uses - hotel; Structural Types - highrise,
Nagoya,Anbix Shiga Street Tower,http://skyscraperpage.com/diagrams/images/83324.gif,http://skyscraperpage.com/cities/?buildingID=14215,270 ft,null,1992,25,Building Uses - residential; Structural Types - highrise; Architectural Style - modern,
Nagoya,Marunouchi KS Building,http://skyscraperpage.com/diagrams/images/23765.gif,http://skyscraperpage.com/cities/?buildingID=14103,275 ft,null,1991,20,Building Uses - office; Structural Types - highrise,
Nagoya,Nagoya Municipal University Hospital,http://skyscraperpage.com/diagrams/images/23761.gif,http://skyscraperpage.com/cities/?buildingID=14019,279 ft,1999,2003,17,Building Uses - hospital; Structural Types - highrise,
Nagoya,Sumitomo Seimei Chikusa New Tower Building,http://skyscraperpage.com/diagrams/images/23759.gif,http://skyscraperpage.com/cities/?buildingID=14129,281 ft,null,1991,21,Building Uses - office; Structural Types - highrise,
Nagoya,Nagoya Tokyo Kaijo Building,http://skyscraperpage.com/diagrams/images/24257.gif,http://skyscraperpage.com/cities/?buildingID=14291,289 ft,null,1973,25,Building Uses - office; Structural Types - highrise,
Nagoya,Suncrea Ikeshita,http://skyscraperpage.com/diagrams/images/23751.gif,http://skyscraperpage.com/cities/?buildingID=14306,291 ft,null,null,26,Building Uses - residential; Structural Types - highrise,
Nagoya,The Scene Tokugawaen,http://skyscraperpage.com/diagrams/images/23730.gif,http://skyscraperpage.com/cities/?buildingID=14263,295 ft,null,1990,30,Building Uses - residential; Structural Types - highrise,
Nagoya,Nishiki Park Building,http://skyscraperpage.com/diagrams/images/23719.gif,http://skyscraperpage.com/cities/?buildingID=14290,304 ft,null,1995,22,Building Uses - office; Structural Types - highrise,
Nagoya,NHK Nagoya Broadcasting Center,http://skyscraperpage.com/diagrams/images/23713.gif,http://skyscraperpage.com/cities/?buildingID=14288,312 ft,null,1991,21,Building Uses - office; Structural Types - highrise,
Nagoya,Lions Tower Chikusa,http://skyscraperpage.com/diagrams/images/23704.gif,http://skyscraperpage.com/cities/?buildingID=14081,319 ft,null,2004,26,Building Uses - residential; Structural Types - highrise,
Nagoya,Urbanet Nagoya Building,http://skyscraperpage.com/diagrams/images/23549.gif,http://skyscraperpage.com/cities/?buildingID=13983,331 ft,2003,2005,22,Building Uses - office; Structural Types - highrise,
Nagoya,Nagoya International Center,http://skyscraperpage.com/diagrams/images/23515.gif,http://skyscraperpage.com/cities/?buildingID=14095,335 ft,null,1984,26,Building Uses - office; Structural Types - highrise,
Nagoya,Sumitomo Seimei Nagoya Building,http://skyscraperpage.com/diagrams/images/82545.gif,http://skyscraperpage.com/cities/?buildingID=14192,335 ft,null,1974,26,Building Uses - office; Structural Types - highrise,
Nagoya,NTT DoCoMo Tokai-Nagoya Building,http://skyscraperpage.com/diagrams/images/23538.gif,http://skyscraperpage.com/cities/?buildingID=14314,335 ft,null,2001,22,Building Uses - office; Structural Types - highrise,
Nagoya,Nagoya Prime Central Tower,http://skyscraperpage.com/diagrams/images/83263.gif,http://skyscraperpage.com/cities/?buildingID=108217,348 ft,null,2009,23,Building Uses - office; Structural Types - highrise,
Nagoya,Brillia Tower Nagoya Grand-Suite,http://skyscraperpage.com/diagrams/images/83262.gif,http://skyscraperpage.com/cities/?buildingID=108216,348 ft,2007,2009,29,Building Uses - residential; Structural Types - highrise,
Nagoya,Hilton Nagoya,http://skyscraperpage.com/diagrams/images/23504.gif,http://skyscraperpage.com/cities/?buildingID=14270,363 ft,null,1989,25,Building Uses - mixed use; Structural Types - highrise,
Nagoya,NADYA Park,http://skyscraperpage.com/diagrams/images/23567.gif,http://skyscraperpage.com/cities/?buildingID=14222,373 ft,null,1996,23,Building Uses - office; Structural Types - highrise,
Nagoya,New 2nd Toyota Building,http://skyscraperpage.com/diagrams/images/83259.gif,http://skyscraperpage.com/cities/?buildingID=105969,377 ft,2014,2016,25,Building Uses - mixed use - hotel - office - parking garage - restaurant - retail; Structural Types - highrise; Architectural Style - modern,
Nagoya,Alpine Headquarters Building,http://skyscraperpage.com/diagrams/images/83265.gif,http://skyscraperpage.com/cities/?buildingID=108215,380 ft,2005,2007,25,Building Uses - office; Structural Types - highrise,
Nagoya,Aqua Town Nayabashi,http://skyscraperpage.com/diagrams/images/23537.gif,http://skyscraperpage.com/cities/?buildingID=14247,387 ft,2004,2006,33,Building Uses - mixed use; Structural Types - highrise,"Description
Architect: Nishimatsu Construction Co., Ltd.

Structural: Nishimatsu Construction Co., Ltd.

"
Nagoya,Higashiyama Sky Tower,http://skyscraperpage.com/diagrams/images/54896.gif,http://skyscraperpage.com/cities/?buildingID=63042,440 ft,null,1989,null,"Building Uses - observation; Structural Types - tower; Architectural Style - modern; Materials - glass - steel - concrete, reinforced",
Nagoya,Kanayama Minami Building,http://skyscraperpage.com/diagrams/images/23454.gif,http://skyscraperpage.com/cities/?buildingID=14018,441 ft,null,1998,31,Building Uses - mixed use; Structural Types - highrise,
Nagoya,Chukyo TV Broadcasting new Headquarters,http://skyscraperpage.com/diagrams/images/83268.gif,http://skyscraperpage.com/cities/?buildingID=108213,476 ft,null,2016,10,Building Uses - mixed use - communication - office; Structural Types - highrise,
Nagoya,Grand Maison Ikeshita The Tower,http://skyscraperpage.com/diagrams/images/83270.gif,http://skyscraperpage.com/cities/?buildingID=108214,501 ft,2010,2013,42,Building Uses - residential; Structural Types - highrise,
Nagoya,The Scene Johoku,http://skyscraperpage.com/diagrams/images/83272.gif,http://skyscraperpage.com/cities/?buildingID=14075,525 ft,null,1996,45,Building Uses - residential; Structural Types - highrise; Architectural Style - modern,
Nagoya,The Lions Mid Capital Tower,http://skyscraperpage.com/diagrams/images/63688.gif,http://skyscraperpage.com/cities/?buildingID=71443,531 ft,2006,2009,47,Building Uses - residential; Structural Types - highrise,"Description
Architect: Takenaka Corporation

Structural: Takenaka Corporation

"
Nagoya,Mode Gakuen Spiral Towers,http://skyscraperpage.com/diagrams/images/52279.gif,http://skyscraperpage.com/cities/?buildingID=71442,558 ft,2005,2008,36,Building Uses - education; Structural Types - highrise; Architectural Style - modern; Materials - glass - steel - concrete,"Description
- Architect: Nikken Sekkei

- Structural: Nikken Sekkei

"
Nagoya,Dai Nagoya Building,http://skyscraperpage.com/diagrams/images/83261.gif,http://skyscraperpage.com/cities/?buildingID=105513,573 ft,2013,2015,34,Building Uses - office - garden - parking garage - retail; Structural Types - highrise; Architectural Style - modern,
Nagoya,Nagoya Lucent Tower,http://skyscraperpage.com/diagrams/images/83267.gif,http://skyscraperpage.com/cities/?buildingID=14223,591 ft,2001,2007,40,Building Uses - office; Structural Types - highrise; Architectural Style - modern; Materials - glass - steel - concrete,
Nagoya,JP Tower Nagoya,http://skyscraperpage.com/diagrams/images/83269.gif,http://skyscraperpage.com/cities/?buildingID=103024,642 ft,2013,2016,40,Building Uses - office; Structural Types - highrise; Architectural Style - modern,
Nagoya,JR Gate Tower,http://skyscraperpage.com/diagrams/images/83260.gif,http://skyscraperpage.com/cities/?buildingID=103023,722 ft,2013,2016,46,Building Uses - office - parking garage - retail; Structural Types - highrise; Architectural Style - modern,
Nagoya,JR Central Towers Office,http://skyscraperpage.com/diagrams/images/78579.gif,http://skyscraperpage.com/cities/?buildingID=715,804 ft,1990,2000,51,Building Uses - mixed use - hotel - office - retail - station; Structural Types - highrise; Architectural Style - modern,
Nagoya,Midland Square,http://skyscraperpage.com/diagrams/images/83266.gif,http://skyscraperpage.com/cities/?buildingID=14143,810 ft,2003,2007,47,Building Uses - office - conference - restaurant - retail - showroom - cinema; Structural Types - highrise; Architectural Style - modern,"Description
- Architect: Nikken Sekkei Ltd.

- Developer: Nikken Sekkei Ltd./Toyota Jidosha

"
Okayama,Urban View Shiroshita,http://skyscraperpage.com/diagrams/images/61497.gif,http://skyscraperpage.com/cities/?buildingID=62525,185 ft,null,2006,18,Building Uses - residential; Structural Types - highrise,
Okayama,Okayama Daiichi Seimei Building,http://skyscraperpage.com/diagrams/images/61404.gif,http://skyscraperpage.com/cities/?buildingID=62522,187 ft,null,null,14,Building Uses - office; Structural Types - highrise,
Okayama,Chugoku Bank Head Office,http://skyscraperpage.com/diagrams/images/61419.gif,http://skyscraperpage.com/cities/?buildingID=62469,197 ft,null,1992,12,Building Uses - office; Structural Types - highrise,
Okayama,Benesse Headquarters,http://skyscraperpage.com/diagrams/images/60974.gif,http://skyscraperpage.com/cities/?buildingID=62465,230 ft,null,1990,14,Building Uses - office; Structural Types - highrise,
Okayama,Sumitomo Seimei Okayama Building,http://skyscraperpage.com/diagrams/images/61041.gif,http://skyscraperpage.com/cities/?buildingID=62462,247 ft,null,null,21,Building Uses - office; Structural Types - highrise,
Okayama,Lions Tower Okayama Omotecho,http://skyscraperpage.com/diagrams/images/61651.gif,http://skyscraperpage.com/cities/?buildingID=62461,259 ft,null,2007,23,Building Uses - residential; Structural Types - highrise,
Okayama,Hotel Granvia Okayama,http://skyscraperpage.com/diagrams/images/60558.gif,http://skyscraperpage.com/cities/?buildingID=60100,274 ft,null,null,19,Building Uses - hotel; Structural Types - highrise,
Okayama,Famile Tower Plaza Okayama,http://skyscraperpage.com/diagrams/images/60543.gif,http://skyscraperpage.com/cities/?buildingID=3498,318 ft,null,1996,29,Building Uses - residential; Structural Types - highrise,"Description
Architect: Takenaka Corporation

Structural: Takenaka Corporation

"
Okayama,Grace Tower 2,http://skyscraperpage.com/diagrams/images/45461.gif,http://skyscraperpage.com/cities/?buildingID=60098,328 ft,null,2006,29,Building Uses - residential; Structural Types - highrise,
Okayama,NTT Cred Okayama,http://skyscraperpage.com/diagrams/images/60516.gif,http://skyscraperpage.com/cities/?buildingID=27979,332 ft,null,1999,21,Building Uses - mixed use; Structural Types - highrise,
Okayama,Sanyo Shimbun Headquarters,http://skyscraperpage.com/diagrams/images/45457.gif,http://skyscraperpage.com/cities/?buildingID=60097,355 ft,null,2006,20,Building Uses - office; Structural Types - highrise,
Okayama,Grace Tower,http://skyscraperpage.com/diagrams/images/45460.gif,http://skyscraperpage.com/cities/?buildingID=60096,356 ft,null,2002,32,Building Uses - residential; Structural Types - highrise,
Okayama,Florence Hommachi Grand City,http://skyscraperpage.com/diagrams/images/61674.gif,http://skyscraperpage.com/cities/?buildingID=62527,null,null,2007,15,Building Uses - residential; Structural Types - highrise,null
Okayama,Nissay Okayama Square,http://skyscraperpage.com/diagrams/images/61415.gif,http://skyscraperpage.com/cities/?buildingID=62526,null,null,null,13,Building Uses - office; Structural Types - highrise,null
Okayama,Mitsui Seimei Okayama Building,http://skyscraperpage.com/diagrams/images/63424.gif,http://skyscraperpage.com/cities/?buildingID=62467,null,null,null,14,Building Uses - office; Structural Types - highrise,null
Osaka,Gran Sanctus Yodoyabashi,http://skyscraperpage.com/diagrams/images/74887.gif,http://skyscraperpage.com/cities/?buildingID=101675,147 ft,2011,2013,13,Building Uses - residential; Structural Types - highrise,
Osaka,The Tower of the Sun,http://skyscraperpage.com/diagrams/images/74867.gif,http://skyscraperpage.com/cities/?buildingID=101808,230 ft,null,1970,null,Building Uses - showroom; Structural Types - tower; Architectural Style - futurism; Materials - steel - gold - stucco,"Description
• Artist: Taro Okamoto

• Base diameter: 20 m

• Top face diameter: 11 m

"
Osaka,Gate Tower Building,http://skyscraperpage.com/diagrams/images/87959.gif,http://skyscraperpage.com/cities/?buildingID=65896,236 ft,null,1992,16,Building Uses - office; Structural Types - highrise,"Description
The Umeda offramp of the Hanshin Ikeda Line 11 Expressway runs directly through the middle of this building.

"
Osaka,Hotel New Otani Osaka,http://skyscraperpage.com/diagrams/images/8716.gif,http://skyscraperpage.com/cities/?buildingID=7441,244 ft,null,1986,18,Building Uses - hotel; Structural Types - highrise,
Osaka,Mainichi Broadcasting System Building,http://skyscraperpage.com/diagrams/images/8719.gif,http://skyscraperpage.com/cities/?buildingID=7444,249 ft,null,1990,15,Building Uses - office; Structural Types - highrise,
Osaka,Dojima AVANZA,http://skyscraperpage.com/diagrams/images/70201.gif,http://skyscraperpage.com/cities/?buildingID=39140,327 ft,1996,1999,23,Building Uses - office; Structural Types - highrise,"Description
Architect: Nikken Sekkei

Structural: Obayashi Corporation, Takenaka Corporation, Kajima Corporation

"
Osaka,The Hilton Plaza West,http://skyscraperpage.com/diagrams/images/67365.gif,http://skyscraperpage.com/cities/?buildingID=39143,328 ft,2002,2004,20,Building Uses - hotel; Structural Types - highrise,
