city,name,img,building_page-href,height_ft,date_start,date_end,floors,tags,,country
Albany,41 State Street,http://skyscraperpage.com/diagrams/images/57211.gif,http://skyscraperpage.com/cities/?buildingID=82607,null,null,null,13,Building Uses - office; Structural Types - highrise; Architectural Style - modern; Materials - glass - steel,null,null
Albany,South Mall Towers Apartments,http://skyscraperpage.com/diagrams/images/57285.gif,http://skyscraperpage.com/cities/?buildingID=40300,null,null,1974,19,"Building Uses - residential; Structural Types - highrise; Architectural Style - modern; Materials - glass - terra cotta - concrete, reinforced - brick",null,null
Albany,State Comptrollers Headquarters,http://skyscraperpage.com/diagrams/images/56808.gif,http://skyscraperpage.com/cities/?buildingID=40303,null,1999,2001,15,"Building Uses - office - government; Structural Types - highrise; Architectural Style - postmodern; Materials - glass - concrete, reinforced - sandstone",null,null
Albany,Home Savings Bank Building,http://skyscraperpage.com/diagrams/images/56775.gif,http://skyscraperpage.com/cities/?buildingID=33217,null,null,1927,21,Building Uses - office; Structural Types - highrise; Architectural Style - art deco; Materials - steel - terra cotta - brick,null,null
Albany,New York State Department of Environmental Conservation Headquarters,http://skyscraperpage.com/diagrams/images/64450.gif,http://skyscraperpage.com/cities/?buildingID=82600,null,null,2001,13,Building Uses - office - government; Structural Types - highrise; Materials - steel,null,null
Albany,Erastus Corning Tower,http://skyscraperpage.com/diagrams/images/36830.gif,http://skyscraperpage.com/cities/?buildingID=4265,589,null,1966,44,Building Uses - office - government; Structural Types - highrise; Architectural Style - international,"
Architect: Harrison & Abramovitz

",null
Albany,Alfred E. Smith State Office Building,http://skyscraperpage.com/diagrams/images/40153.gif,http://skyscraperpage.com/cities/?buildingID=4266,388,null,1930,34,Building Uses - office - government; Structural Types - highrise; Architectural Style - art deco; Materials - limestone,,null
Albany,Agency Building 4,http://skyscraperpage.com/diagrams/images/8953.gif,http://skyscraperpage.com/cities/?buildingID=7563,310,null,1973,23,Building Uses - office - government; Structural Types - highrise; Architectural Style - international; Materials - glass - steel - marble - concrete (plain),,null
Albany,1 Empire State Plaza,http://skyscraperpage.com/diagrams/images/8950.gif,http://skyscraperpage.com/cities/?buildingID=7566,310,null,1973,23,Building Uses - office - government; Structural Types - highrise; Architectural Style - international; Materials - masonry - glass - steel - concrete (plain),,null
Albany,3 Empire State Plaza,http://skyscraperpage.com/diagrams/images/8952.gif,http://skyscraperpage.com/cities/?buildingID=7564,310,null,1973,23,Building Uses - office - government; Structural Types - highrise; Architectural Style - international; Materials - glass - steel - marble - concrete,,null
Albany,Agency Building 2,http://skyscraperpage.com/diagrams/images/8951.gif,http://skyscraperpage.com/cities/?buildingID=7565,310,null,1973,23,Building Uses - office - government; Structural Types - highrise; Architectural Style - international; Materials - glass - steel - marble - concrete (plain),,null
Albany,Eastman Tower,http://skyscraperpage.com/diagrams/images/55778.gif,http://skyscraperpage.com/cities/?buildingID=33214,285,null,1968,22,"Building Uses - residential - university; Structural Types - highrise; Architectural Style - international - modern; Materials - glass - concrete, reinforced","
• Architect: Edward Durell Stone & Associates.

",null
Albany,Stuyvesant Tower,http://skyscraperpage.com/diagrams/images/57393.gif,http://skyscraperpage.com/cities/?buildingID=33216,285,null,1965,22,"Building Uses - residential - university; Structural Types - highrise; Architectural Style - international - modern; Materials - glass - concrete, reinforced","
• Architect: Edward Durell Stone & Associates.

",null
Albany,Mohawk Tower,http://skyscraperpage.com/diagrams/images/57397.gif,http://skyscraperpage.com/cities/?buildingID=33213,285,null,1971,22,"Building Uses - residential - university; Structural Types - highrise; Architectural Style - international - modern; Materials - glass - concrete, reinforced","
• Architect: Edward Durell Stone & Associates.

",null
Albany,Livingston Tower,http://skyscraperpage.com/diagrams/images/55930.gif,http://skyscraperpage.com/cities/?buildingID=33215,285,null,1966,22,"Building Uses - residential - university; Structural Types - highrise; Architectural Style - international - modern; Materials - glass - concrete, reinforced","
• Architect: Edward Durell Stone & Associates.

",null
Albany,100 State Street,http://skyscraperpage.com/diagrams/images/57291.gif,http://skyscraperpage.com/cities/?buildingID=82576,265,null,1925,11,"Building Uses - office - retail; Structural Types - highrise; Architectural Style - beaux arts - colonial; Materials - glass - steel - stone - stucco - concrete, reinforced - brick","• Architect: Marcus T. Reynolds.



• Owner: Heights Real Estate Co. (since 2008).

• Other: Galesi Group.

___________________________________________________________



• The building, crowned by an elegant Neo-Colonial tower, was expanded, starting in 1925 and finishing in 1927.

___________________________________________________________



• Photo Link: http://www.galesi.com/uploads/images/195361_100%20State%20Street.jpg

",null
Albany,One Commerce Plaza,http://skyscraperpage.com/diagrams/images/57330.gif,http://skyscraperpage.com/cities/?buildingID=40295,253,null,1971,19,"Building Uses - office - parking garage; Structural Types - highrise; Architectural Style - modern; Materials - glass - steel - concrete, reinforced","
• Manager: Omni Management Group.

",null
Albany,69 State Street,http://skyscraperpage.com/diagrams/images/56708.gif,http://skyscraperpage.com/cities/?buildingID=40297,213,1926,1927,17,Building Uses - office; Structural Types - highrise; Architectural Style - beaux arts; Materials - masonry - glass - steel - terra cotta - brick,"
• Architect: Henry Ives Cobb.

___________________________________________________________



• The facade of an existing 1803 building by Philip Hooker was incorporated to into the facade entrance of this building.



• The design of building is a contrast mixture of a post-Colonial style with strong Adamesque influence.

",null
Albany,90 State Street,http://skyscraperpage.com/diagrams/images/56897.gif,http://skyscraperpage.com/cities/?buildingID=82577,212,null,null,14,Building Uses - office - retail; Structural Types - highrise; Architectural Style - art deco; Materials - glass - steel - brick,"
• Owner: The Andalex Group.

",null
Albany,Central Towers Apartments,http://skyscraperpage.com/diagrams/images/56789.gif,http://skyscraperpage.com/cities/?buildingID=40299,207,null,1973,23,Building Uses - residential; Structural Types - highrise; Architectural Style - modern; Materials - masonry - glass - terra cotta - brick,"
• This is the tallest residential building in Albany.

",null
Albany,677 Broadway,http://skyscraperpage.com/diagrams/images/74874.gif,http://skyscraperpage.com/cities/?buildingID=92914,178,null,2005,12,Building Uses - office; Structural Types - highrise - dome,,null
Albany,Albany County Office Building,http://skyscraperpage.com/diagrams/images/57207.gif,http://skyscraperpage.com/cities/?buildingID=40294,176,null,1927,13,"Building Uses - office - government; Structural Types - highrise; Architectural Style - art deco; Materials - glass - stone - concrete, reinforced - brick",,null
Albany,Verizon Building,http://skyscraperpage.com/diagrams/images/59546.gif,http://skyscraperpage.com/cities/?buildingID=84307,157,null,null,11,Building Uses - office; Structural Types - highrise; Architectural Style - beaux arts; Materials - steel - terra cotta,,null
Albany,Leo W. O'Brien Federal Building,http://skyscraperpage.com/diagrams/images/44524.gif,http://skyscraperpage.com/cities/?buildingID=40298,151,null,1974,10,Building Uses - office - government; Structural Types - highrise; Architectural Style - modern,,null
Albany,Townsend Park Homes,http://skyscraperpage.com/diagrams/images/59472.gif,http://skyscraperpage.com/cities/?buildingID=82594,144,1975,1977,15,Building Uses - residential; Structural Types - highrise; Architectural Style - modern; Materials - brick,"
- Owner: Albany Housing Authority

",null
Albany,Central Warehouse and Storage,http://skyscraperpage.com/diagrams/images/60953.gif,http://skyscraperpage.com/cities/?buildingID=82603,104,null,1927,12,Building Uses - warehouse; Structural Types - highrise; Architectural Style - modern; Materials - concrete (plain),,null
Albuquerque,Doubletree Hotel,http://skyscraperpage.com/diagrams/images/30858.gif,http://skyscraperpage.com/cities/?buildingID=21523,null,null,1975,15,Building Uses - hotel; Structural Types - highrise,null,null
Albuquerque,Dennis Chavez Federal Building,http://skyscraperpage.com/diagrams/images/23958.gif,http://skyscraperpage.com/cities/?buildingID=21254,null,null,null,14,Building Uses - office - courthouse - government; Structural Types - highrise,null,null
Albuquerque,Albuquerque Plaza,http://skyscraperpage.com/diagrams/images/68601.gif,http://skyscraperpage.com/cities/?buildingID=4778,351,null,1990,22,Building Uses - office; Structural Types - highrise; Architectural Style - postmodern,"
- Architect: Hellmuth, Obata & Kassabaum



- General Contractor: HCB Contractors



- Length x Width: 42m x 38.1m



- Upon its completion in 1990, this became the tallest high-rise in Albuquerque and the state of New Mexico.

",null
Albuquerque,Compass Bank Building,http://skyscraperpage.com/diagrams/images/82721.gif,http://skyscraperpage.com/cities/?buildingID=5693,272,null,1968,18,Building Uses - office - parking garage; Structural Types - highrise; Architectural Style - international,"
- This is structure is a 6-story parking garage, topped by 12-story office tower.

",null
Albuquerque,Hyatt Regency Albuquerque,http://skyscraperpage.com/diagrams/images/2234.gif,http://skyscraperpage.com/cities/?buildingID=2236,256,null,1990,21,Building Uses - hotel; Structural Types - highrise; Architectural Style - postmodern,"
- Architect: Hellmuth, Obata & Kassabaum



- General Contractor: HCB Contractors

",null
Albuquerque,Albuquerque Petroleum Building,http://skyscraperpage.com/diagrams/images/20999.gif,http://skyscraperpage.com/cities/?buildingID=21280,220,null,1986,15,Building Uses - office; Structural Types - highrise; Architectural Style - modern,,null
Albuquerque,Bank of the West Tower,http://skyscraperpage.com/diagrams/images/19618.gif,http://skyscraperpage.com/cities/?buildingID=21513,213,null,1963,17,Building Uses - office; Structural Types - highrise,,null
Albuquerque,Gold Building,http://skyscraperpage.com/diagrams/images/23994.gif,http://skyscraperpage.com/cities/?buildingID=21417,203,1967,1968,14,Building Uses - office; Structural Types - highrise,,null
Albuquerque,Public Service of New Mexico Building,http://skyscraperpage.com/diagrams/images/30618.gif,http://skyscraperpage.com/cities/?buildingID=21345,184,null,null,12,Building Uses - office; Structural Types - highrise; Architectural Style - modern,,null
Albuquerque,Simms Building,http://skyscraperpage.com/diagrams/images/19933.gif,http://skyscraperpage.com/cities/?buildingID=21281,180,null,1952,12,Building Uses - office; Structural Types - highrise; Architectural Style - modern,"
- Architect: Flatow, Moore, Bryan and Fairburn



- This building was placed on the National Register of Historic Places in 1998.

",null
Albuquerque,Wells Fargo Bank Building,http://skyscraperpage.com/diagrams/images/30617.gif,http://skyscraperpage.com/cities/?buildingID=21284,174,null,1973,11,Building Uses - office; Structural Types - highrise; Architectural Style - modern,,null
Albuquerque,One Civic Plaza,http://skyscraperpage.com/diagrams/images/85989.gif,http://skyscraperpage.com/cities/?buildingID=21556,158,null,1985,11,Building Uses - city hall - government; Structural Types - highrise; Architectural Style - modern,,null
Albuquerque,First National Bank Building,http://skyscraperpage.com/diagrams/images/21371.gif,http://skyscraperpage.com/cities/?buildingID=21374,141,null,1922,9,Building Uses - office; Structural Types - highrise; Architectural Style - renaissance revival; Materials - concrete (plain),"
- Architect: Trost & Trost



- Length x Width: 46.6m x 33.8m



- The First National Bank Building was placed on the National Register of Historic Places in 1979.

",null
Albuquerque,La Posada de Albuquerque,http://skyscraperpage.com/diagrams/images/22093.gif,http://skyscraperpage.com/cities/?buildingID=21530,135,null,1939,10,Building Uses - hotel; Structural Types - highrise,,null
Albuquerque,One Park Square,http://skyscraperpage.com/diagrams/images/19685.gif,http://skyscraperpage.com/cities/?buildingID=21251,125,null,1985,10,Building Uses - office; Structural Types - highrise; Architectural Style - modern,"
- Architect: Holmes & Narver, Architects / SOM



- Developer: Hines Interests LP

",null
Albuquerque,Two Park Square,http://skyscraperpage.com/diagrams/images/19683.gif,http://skyscraperpage.com/cities/?buildingID=21438,125,null,1989,10,Building Uses - office; Structural Types - highrise; Architectural Style - modern,"
- Architect: Skidmore, Owings & Merrill



- Developer: Hines Interests LP

",null
Albuquerque,Hilton Albuquerque,http://skyscraperpage.com/diagrams/images/20795.gif,http://skyscraperpage.com/cities/?buildingID=21559,122,null,null,12,Building Uses - hotel; Structural Types - highrise; Architectural Style - modern,,null
Albuquerque,,,,,,,,,,null
Anchorage,Hotel Captain Cook East,http://skyscraperpage.com/diagrams/images/37931.gif,http://skyscraperpage.com/cities/?buildingID=37118,null,null,1965,18,Building Uses - hotel; Structural Types - highrise; Architectural Style - modern,null,null
Anchorage,BP Exploration Building,http://skyscraperpage.com/diagrams/images/37927.gif,http://skyscraperpage.com/cities/?buildingID=37123,null,1982,1984,15,Building Uses - office; Structural Types - highrise; Architectural Style - modern,null,null
Anchorage,Inlet Tower Suites,http://skyscraperpage.com/diagrams/images/37929.gif,http://skyscraperpage.com/cities/?buildingID=37121,null,1951,1952,14,Building Uses - hotel; Structural Types - highrise; Architectural Style - modern,null,null
Anchorage,JL Tower,http://skyscraperpage.com/diagrams/images/53029.gif,http://skyscraperpage.com/cities/?buildingID=54666,null,2006,2008,14,Building Uses - office; Structural Types - highrise; Architectural Style - modern; Materials - glass - steel - concrete,null,null
Anchorage,Westmark Anchorage Hotel,http://skyscraperpage.com/diagrams/images/37928.gif,http://skyscraperpage.com/cities/?buildingID=37120,null,null,1973,14,Building Uses - hotel; Structural Types - highrise; Architectural Style - modern; Materials - concrete,null,null
Anchorage,Key Bank Plaza,http://skyscraperpage.com/diagrams/images/72187.gif,http://skyscraperpage.com/cities/?buildingID=86467,null,null,null,10,Building Uses - office; Structural Types - highrise,null,null
Anchorage,188 Northern Lights,http://skyscraperpage.com/diagrams/images/60381.gif,http://skyscraperpage.com/cities/?buildingID=78433,null,2006,2008,15,Building Uses - office - parking garage - retail; Structural Types - highrise; Architectural Style - modern,null,null
Anchorage,Hilton Anchorage West Tower,http://skyscraperpage.com/diagrams/images/37926.gif,http://skyscraperpage.com/cities/?buildingID=37119,null,1962,1963,15,Building Uses - hotel; Structural Types - highrise; Architectural Style - modern,null,null
Anchorage,Inlet Towers II,http://skyscraperpage.com/diagrams/images/53044.gif,http://skyscraperpage.com/cities/?buildingID=37122,null,1951,1952,14,"Building Uses - hotel - residential; Structural Types - highrise; Architectural Style - modern; Materials - glass - concrete, reinforced",null,null
Anchorage,Conoco-Phillips Building,http://skyscraperpage.com/diagrams/images/37913.gif,http://skyscraperpage.com/cities/?buildingID=2044,296,null,1983,22,Building Uses - office; Structural Types - highrise; Architectural Style - modern,"
- Architect: Wirum and Cash



- This is the tallest building in the state of Alaska.

",null
Anchorage,Robert B. Atwood Building,http://skyscraperpage.com/diagrams/images/52791.gif,http://skyscraperpage.com/cities/?buildingID=5357,265,null,1982,20,Building Uses - office; Structural Types - highrise; Architectural Style - modern; Materials - glass,,null
Anchorage,Anchorage Hilton East Tower,http://skyscraperpage.com/diagrams/images/37917.gif,http://skyscraperpage.com/cities/?buildingID=5353,243,null,null,21,Building Uses - hotel; Structural Types - highrise,,null
Anchorage,Frontier Building,http://skyscraperpage.com/diagrams/images/37973.gif,http://skyscraperpage.com/cities/?buildingID=26477,219,null,1982,14,Building Uses - office; Structural Types - highrise; Architectural Style - modern; Materials - glass,,null
Anchorage,Anchorage Marriott,http://skyscraperpage.com/diagrams/images/37920.gif,http://skyscraperpage.com/cities/?buildingID=5354,214,null,2000,20,Building Uses - hotel; Structural Types - highrise,,null
Anchorage,Sheraton Anchorage Hotel,http://skyscraperpage.com/diagrams/images/37921.gif,http://skyscraperpage.com/cities/?buildingID=26479,194,null,1979,16,Building Uses - hotel; Structural Types - highrise; Architectural Style - modern; Materials - concrete,,null
Anchorage,Denali Towers North,http://skyscraperpage.com/diagrams/images/37922.gif,http://skyscraperpage.com/cities/?buildingID=26481,184,null,null,16,Building Uses - office; Structural Types - highrise; Architectural Style - modern; Materials - steel,,null
Anchorage,Hotel Captain Cook West,http://skyscraperpage.com/diagrams/images/37923.gif,http://skyscraperpage.com/cities/?buildingID=37117,154,null,null,15,Building Uses - hotel; Structural Types - highrise; Architectural Style - modern,,null
Anchorage,,,,,,,,,,null
Arlington,1812 North Moore,http://skyscraperpage.com/diagrams/images/68314.gif,http://skyscraperpage.com/cities/?buildingID=88961,390,2011,2014,30,Building Uses - office - parking garage - retail; Structural Types - highrise; Architectural Style - postmodern,"
Architect: DCS, Ltd.

Developer: Monday Properties - http://www.mondayre.com/

",null
Arlington,Rosslyn Twin Tower I,http://skyscraperpage.com/diagrams/images/59650.gif,http://skyscraperpage.com/cities/?buildingID=863,381,null,1980,31,Building Uses - office; Structural Types - highrise; Architectural Style - modern; Materials - aluminium,"
- Architects: KCF-SHG, Inc., HOM



- This building is directly atop the Rosslyn Metro Station.

",null
Arlington,Rossyln Twin Tower II,http://skyscraperpage.com/diagrams/images/59649.gif,http://skyscraperpage.com/cities/?buildingID=864,381,null,1982,31,Building Uses - office; Structural Types - highrise; Architectural Style - modern; Materials - aluminium,"
- Architects: KCF-SHG, Inc., HOM

",null
Arlington,One Waterview Place,http://skyscraperpage.com/diagrams/images/1507.gif,http://skyscraperpage.com/cities/?buildingID=1509,300,2005,2008,24,Building Uses - office; Structural Types - highrise; Architectural Style - modern; Materials - glass,"
- Architect: Pei Freed Cobb & Partners

",null
Arlington,Two Waterview Place,http://skyscraperpage.com/diagrams/images/863.gif,http://skyscraperpage.com/cities/?buildingID=865,300,2005,2007,29,Building Uses - mixed use - hotel - residential - restaurant - retail - fitness center; Structural Types - highrise; Architectural Style - modern; Materials - glass,"
Architect: Pei Cobb Freed & Partners



• The tower will include a 155-room hotel, and 136 residential condominiums.

",null
Arlington,1801 North Lynn,http://skyscraperpage.com/diagrams/images/65080.gif,http://skyscraperpage.com/cities/?buildingID=866,300,null,2001,24,Building Uses - office; Structural Types - highrise,"
Architect: RTKL Associates

",null
Arlington,1300 North 17th,http://skyscraperpage.com/diagrams/images/46859.gif,http://skyscraperpage.com/cities/?buildingID=48455,250,null,1980,19,Building Uses - office - parking garage - retail; Structural Types - highrise; Architectural Style - modern; Materials - glass,,null
Arlington,Rosslyn Plaza North,http://skyscraperpage.com/diagrams/images/85663.gif,http://skyscraperpage.com/cities/?buildingID=77024,190,null,1981,15,Building Uses - office; Structural Types - highrise,,null
Arlington,Rosslyn Plaza I,http://skyscraperpage.com/diagrams/images/86642.gif,http://skyscraperpage.com/cities/?buildingID=77027,174,null,1966,11,Building Uses - office; Structural Types - highrise,,null
Arlington,Oak Hills II,http://skyscraperpage.com/diagrams/images/88484.gif,http://skyscraperpage.com/cities/?buildingID=77316,171,null,1966,14,Building Uses - office; Structural Types - highrise,,null
Arlington,Oak Hills I,http://skyscraperpage.com/diagrams/images/88483.gif,http://skyscraperpage.com/cities/?buildingID=92711,157,null,1964,14,Building Uses - office; Structural Types - highrise,,null
Arlington,Rosslyn Plaza III,http://skyscraperpage.com/diagrams/images/86643.gif,http://skyscraperpage.com/cities/?buildingID=92557,154,null,1966,11,Building Uses - office; Structural Types - highrise,,null
Arlington,,,,,,,,,,null
Asheville,Capital Center,http://skyscraperpage.com/diagrams/images/65567.gif,http://skyscraperpage.com/cities/?buildingID=9363,null,null,1968,8,Building Uses - office; Structural Types - highrise,null,null
Asheville,Mission St. Joseph Medical Center,http://skyscraperpage.com/diagrams/images/48327.gif,http://skyscraperpage.com/cities/?buildingID=9368,null,null,1976,12,Building Uses - hospital; Structural Types - highrise; Architectural Style - modern; Materials - glass - steel - concrete,null,null
Asheville,Sammons Wing,http://skyscraperpage.com/diagrams/images/65813.gif,http://skyscraperpage.com/cities/?buildingID=38320,null,null,1984,11,Building Uses - hotel - conference - restaurant - fitness center; Structural Types - highrise; Architectural Style - modern,null,null
Asheville,Hotel Indigo,http://skyscraperpage.com/diagrams/images/59199.gif,http://skyscraperpage.com/cities/?buildingID=71820,null,null,2009,14,Building Uses - mixed use - hotel - residential; Structural Types - highrise,null,null
Asheville,Buncombe County Detention Center,http://skyscraperpage.com/diagrams/images/48334.gif,http://skyscraperpage.com/cities/?buildingID=9070,null,null,1995,10,Building Uses - prison; Structural Types - highrise; Architectural Style - modern; Materials - glass - steel - concrete,null,null
Asheville,Vanderbilt Wing,http://skyscraperpage.com/diagrams/images/65966.gif,http://skyscraperpage.com/cities/?buildingID=38319,null,null,1988,10,Building Uses - hotel - conference - restaurant - fitness center; Structural Types - highrise; Architectural Style - modern,null,null
Asheville,The Renaissance Hotel,http://skyscraperpage.com/diagrams/images/48329.gif,http://skyscraperpage.com/cities/?buildingID=9071,null,1974,1976,14,Building Uses - hotel; Structural Types - highrise; Architectural Style - modern; Materials - glass - steel - concrete,null,null
Asheville,60 Market Street,http://skyscraperpage.com/diagrams/images/65913.gif,http://skyscraperpage.com/cities/?buildingID=42671,null,2007,2009,10,Building Uses - residential - parking garage - retail; Structural Types - highrise; Architectural Style - modern; Materials - glass - steel - aluminium - brick - concrete,null,null
Asheville,Akzona Biltmore Building,http://skyscraperpage.com/diagrams/images/48361.gif,http://skyscraperpage.com/cities/?buildingID=9365,null,1978,1980,7,Building Uses - office; Structural Types - highrise; Architectural Style - modern; Materials - glass - steel - concrete,null,null
Asheville,Buncombe County Courthouse,http://skyscraperpage.com/diagrams/images/48300.gif,http://skyscraperpage.com/cities/?buildingID=1256,230,null,1928,16,Building Uses - courthouse; Structural Types - highrise; Architectural Style - neo-classical; Materials - glass - steel - concrete,"
- Architect: Milburn and Heister

",null
Asheville,BB&T Building,http://skyscraperpage.com/diagrams/images/48283.gif,http://skyscraperpage.com/cities/?buildingID=1254,228,1964,1965,18,Building Uses - office; Structural Types - highrise; Architectural Style - international; Materials - glass - steel - concrete,"
Architect: Whittington and Associates (Gene Whittington)

General Contractor: Little Construction Co.

Engineer: Carver Hunt



McKibbon Hospitality (developer) and Cleveland Construction (general contractor) will renovate the former BB&T Building into a hotel and condominium tower to be called The Arras. Construction will start in January 2017 and the building will be completely reclad in a Post Modern style, with a 128 room hotel on the lower floors, 2 restaurants, retail space, and 54 condominiums on the upper floors.

",null
Asheville,Jackson Building,http://skyscraperpage.com/diagrams/images/48305.gif,http://skyscraperpage.com/cities/?buildingID=1255,215,null,1925,15,Building Uses - office; Structural Types - highrise,"
- Architect: Ronald Green

",null
Asheville,City Hall,http://skyscraperpage.com/diagrams/images/12503.gif,http://skyscraperpage.com/cities/?buildingID=1265,191,1926,1928,10,Building Uses - city hall; Structural Types - highrise; Architectural Style - art deco; Materials - marble - terra cotta - brick,"
Architect: Douglas Ellington

Cost of construction in 1928: $750,000



Built as a apart of Asheville's ""Program of Progress"" in the 1920's, to keep up with speculative construction in the city. This building is the most well known skyscraper in Asheville. City Hall features murals by artist Clifford Adams of New York. They depict the story of early white settlers and native americans. The Tower also features a set of Deagan chimes, installed in 1932 as a memorial to Buncombe County residents who lost their lives in World War I.

",null
Asheville,Battery Park Apartments,http://skyscraperpage.com/diagrams/images/48313.gif,http://skyscraperpage.com/cities/?buildingID=1275,157,null,1924,14,Building Uses - residential; Structural Types - highrise,"
- Architect: William L. Stoddart



- This building was part of a redevelopment project by E. W. Grove that included leveling Battery Porter Hill and replacing the original Battery Park Hotel in the 1920's.

",null
Asheville,Vanderbilt Apartments,http://skyscraperpage.com/diagrams/images/48350.gif,http://skyscraperpage.com/cities/?buildingID=9366,132,null,1924,9,Building Uses - residential; Structural Types - highrise; Materials - glass - steel - concrete,,null
Asheville,Public Service Building,http://skyscraperpage.com/diagrams/images/61554.gif,http://skyscraperpage.com/cities/?buildingID=9369,130,null,1929,9,Building Uses - office; Structural Types - highrise,"
Architect: Beacham & LeGrand



Built by the Coxe estate for Carolina Power & Light. The upper two floors and lower two floors feature Romanesque and Spanish motifs in polychrome terra-cotta.

",null
Asheville,Flatiron Building,http://skyscraperpage.com/diagrams/images/48357.gif,http://skyscraperpage.com/cities/?buildingID=9367,130,1925,1926,8,Building Uses - office; Structural Types - highrise; Architectural Style - beaux arts; Materials - glass - steel - concrete,"
- Architect: Albert C. Wirth

",null
Asheville,Aston Park Towers,http://skyscraperpage.com/diagrams/images/21304.gif,http://skyscraperpage.com/cities/?buildingID=27382,128,null,1971,12,Building Uses - residential; Structural Types - highrise; Architectural Style - modern; Materials - glass - steel - aluminium - concrete,"
Architect: Sappenfield Wiegman Hall Associates

",null
Asheville,Westall Building,http://skyscraperpage.com/diagrams/images/65624.gif,http://skyscraperpage.com/cities/?buildingID=9371,125,null,1925,8,Building Uses - office; Structural Types - highrise,"
Architect: Ronald Greene



Planned with the Jackson Building, the Westall Building shares elevators with the Jackson Building. This building is accented in orange, blue and green terra-cotta with Spanish Romanesque motifs.

",null
Asheville,Altamont Apartments,http://skyscraperpage.com/diagrams/images/65758.gif,http://skyscraperpage.com/cities/?buildingID=9364,120,null,1926,8,Building Uses - residential; Structural Types - highrise,"
Was formerly L. B. Jackson's 100 room Asheville Biltmore Hotel

",null
Asheville,Gwinett Building,http://skyscraperpage.com/diagrams/images/65559.gif,http://skyscraperpage.com/cities/?buildingID=9380,120,1924,1925,9,Building Uses - office; Structural Types - highrise,,null
Asheville,,,,,,,,,,null
